,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
273,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})",frozenset({'AWC Logo Cap'}),0.020759815609601016,0.10751867747575902,0.020123986647591796,0.9693721286370597,9.015848700851187,0.017891918728606876,29.139515180416428,0.9079327238449976
259,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})",frozenset({'AWC Logo Cap'}),0.020728024161500557,0.10751867747575902,0.020092195199491337,0.9693251533742331,9.015411797571408,0.01786354545496122,29.094891114290213,0.9078977594242218
330,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red'})",0.020696232713400094,0.09801303449372119,0.020060403751390878,0.969278033794163,9.889276857929094,0.018031903180562314,29.359675727229536,0.9178769670145951
331,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue'})",0.020696232713400094,0.09823557463042441,0.020060403751390878,0.969278033794163,9.86687396537068,0.018027297438105033,29.352432045779846,0.9176425211618636
190,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})",frozenset({'AWC Logo Cap'}),0.020696232713400094,0.10751867747575902,0.020060403751390878,0.969278033794163,9.014973552038851,0.01783517218131556,29.050267048164205,0.907862779876489
204,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})",frozenset({'AWC Logo Cap'}),0.020696232713400094,0.10751867747575902,0.020060403751390878,0.969278033794163,9.014973552038851,0.01783517218131556,29.050267048164205,0.907862779876489
128,"frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red'})",0.021363853123509777,0.09801303449372119,0.020696232713400094,0.9687499999999999,9.883889474537787,0.018602296640286738,28.863582896200818,0.9184468176297559
122,"frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue'})",0.021363853123509777,0.09823557463042441,0.020696232713400094,0.9687499999999999,9.861498786407767,0.018597542325492124,28.856461611826315,0.9182120839633942
342,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.024320457796852647,0.051979017644253694,0.023557463042441582,0.9686274509803922,18.63497031840259,0.02229330953750265,30.218168812589415,0.9699265081268478
343,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black'})",0.024320457796852647,0.09559688443808616,0.023557463042441582,0.9686274509803922,10.132416518319998,0.021232503048954507,28.827849308536006,0.9237734534848286
274,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black'})",0.02079160705770148,0.09559688443808616,0.020123986647591796,0.9678899082568806,10.124701384842094,0.018136373790414613,28.16569702749948,0.9203675759280913
329,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.020728024161500557,0.051979017644253694,0.020060403751390878,0.9677914110429449,18.61888613722069,0.018982981417769725,29.433794309330857,0.9663210197331409
357,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black'})",0.020728024161500557,0.09559688443808616,0.020060403751390878,0.9677914110429449,10.123671045678693,0.01807886922099405,28.079563397446154,0.9202975526752416
205,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red'})",0.020728024161500557,0.09801303449372119,0.020060403751390878,0.9677914110429449,9.874109255386257,0.018028787204263038,28.00454769095691,0.9177481477944834
358,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red'})",0.020728024161500557,0.09801303449372119,0.020060403751390878,0.9677914110429449,9.874109255386257,0.018028787204263038,28.00454769095691,0.9177481477944834
191,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue'})",0.020728024161500557,0.09823557463042441,0.020060403751390878,0.9677914110429449,9.851740723092503,0.01802417438693255,27.997638349569744,0.9175133341870451
217,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",frozenset({'AWC Logo Cap'}),0.02565569861707201,0.10751867747575902,0.024829120966460023,0.9677819083023543,9.001058523255635,0.02207065418143578,27.701247202963884,0.9123078508066983
232,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black'})",0.024225083452551265,0.09559688443808616,0.023430297250039738,0.9671916010498687,10.117396678092325,0.021114454746723202,27.56620696232706,0.9235330089319355
359,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue'})",0.020759815609601016,0.09823557463042441,0.020060403751390878,0.9663093415007659,9.836653830714107,0.01802105133576007,26.766007716651625,0.9173841388240067
372,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",frozenset({'AWC Logo Cap'}),0.023557463042441582,0.10751867747575902,0.02276267683993006,0.9662618083670715,8.986920515134901,0.020229809568922667,26.453146399618515,0.9101684381005803
231,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",frozenset({'AWC Logo Cap'}),0.024256874900651725,0.10751867747575902,0.023430297250039738,0.9659239842726081,8.983778511323148,0.020822230141026733,26.190894195615176,0.9107809618424472
170,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Blue'})",0.025178826895565092,0.09823557463042441,0.024320457796852647,0.9659090909090909,9.832579435127979,0.021847001268246825,26.451756477507573,0.9214995654851315
175,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.020950564298203782,0.051979017644253694,0.02021936099189318,0.9650986342943855,18.567081065278224,0.019130371240579775,27.162862059671195,0.9663876036338952
203,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.02079160705770148,0.051979017644253694,0.020060403751390878,0.9648318042813456,18.56194764750442,0.018979676441286224,26.95677054176779,0.966215516393745
144,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.025210618343665555,0.051979017644253694,0.024320457796852647,0.9646910466582598,18.559239677452943,0.023010034621144707,26.849308536003818,0.9705875958106156
168,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'Sport-100 Helmet, Black'})",0.025210618343665555,0.09559688443808616,0.024320457796852647,0.9646910466582598,10.091239398947643,0.021910401228440554,25.613988237164207,0.9242038963303452
247,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue'})",0.024225083452551265,0.09823557463042441,0.023366714353838816,0.9645669291338581,9.818916749483982,0.02098694936040746,25.449796004874575,0.9204538427627919
138,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.025178826895565092,0.051979017644253694,0.024256874900651725,0.9633838383838385,18.53409090909091,0.022948104213185536,25.8907799319225,0.9704809425971738
245,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})",frozenset({'AWC Logo Cap'}),0.024320457796852647,0.10751867747575902,0.023366714353838816,0.9607843137254901,8.935975927922913,0.02075181089591621,22.758273724368095,0.9102300157599698
275,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red'})",0.020950564298203782,0.09801303449372119,0.020123986647591796,0.9605462822458269,9.800189201440963,0.018070558266369025,22.861900394947565,0.9171765193034035
260,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black'})",0.020918772850103323,0.09559688443808616,0.020092195199491337,0.9604863221884498,10.0472554919979,0.018092425688753435,22.888355770759155,0.9197095270252774
286,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})",frozenset({'AWC Logo Cap'}),0.024320457796852647,0.10751867747575902,0.023334922905738357,0.9594771241830066,8.923818137544787,0.02072001944781575,22.02413586229177,0.910073753266159
261,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue'})",0.020950564298203782,0.09823557463042441,0.020092195199491337,0.9590288315629742,9.762541066929888,0.018034104476825633,22.00973171550189,0.9167745975558227
189,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.020918772850103323,0.051979017644253694,0.020060403751390878,0.958966565349544,18.449109059981595,0.018973066488319222,23.10362245889188,0.9660044686057522
102,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})",frozenset({'AWC Logo Cap'}),0.025178826895565092,0.10751867747575902,0.02406612621204896,0.9558080808080808,8.889693430460728,0.02135893204384673,20.195577355405664,0.9104338375533471
219,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue'})",0.026037195994277538,0.09823557463042441,0.024829120966460023,0.9536019536019537,9.70729755681212,0.022271342056197185,19.435396430991666,0.9209640386921465
108,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})",frozenset({'AWC Logo Cap'}),0.025210618343665555,0.10751867747575902,0.024002543315848036,0.9520807061790668,8.855026201319498,0.021291930973191004,18.624676020045335,0.9100117452367859
132,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.02695914798919091,0.051979017644253694,0.02565569861707201,0.9516509433962265,18.308367232127402,0.024254388588067808,19.607848610674967,0.9715729436240683
378,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",0.024002543315848036,0.027976474328405658,0.02276267683993006,0.9483443708609272,33.897922937989165,0.02209117030303779,18.81737850979625,0.9943670045311448
96,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})",frozenset({'AWC Logo Cap'}),0.02695914798919091,0.10751867747575902,0.025560324272770624,0.9481132075471698,8.818125648550037,0.02266171233509955,17.20054912501263,0.9111613494588026
183,"frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.021363853123509777,0.03140995072325545,0.02021936099189318,0.9464285714285714,30.131488577212256,0.01954832341802487,18.08034758649922,0.9879178595880229
384,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})",0.02406612621204896,0.02877126053091718,0.02276267683993006,0.9458388375165125,32.874431639869506,0.022070264052713263,17.932198921416965,0.9934906956251768
309,"frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})",0.021363853123509777,0.02695914798919091,0.02015577809569226,0.9434523809523809,34.99563047506738,0.01957982681771622,17.207459277664828,0.9926314362335472
323,"frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})",0.021363853123509777,0.025178826895565092,0.020123986647591796,0.9419642857142856,37.410967938311686,0.019586069887972665,16.796918675030227,0.9945165770545168
218,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black'})",0.02638690192338261,0.09559688443808616,0.024829120966460023,0.9409638554216867,9.84303893325213,0.022306615352611303,15.319481345232408,0.9227539784159504
381,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})",0.024225083452551265,0.02695914798919091,0.02276267683993006,0.9396325459317585,34.853940722032384,0.02210958923008223,16.118633244179044,0.9954230460715026
337,"frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})",0.021363853123509777,0.025210618343665555,0.020060403751390878,0.9389880952380952,37.245738380471984,0.019521807803943945,15.977035718855042,0.9943954082133031
211,"frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})",0.021363853123509777,0.030360832935940232,0.020060403751390878,0.9389880952380952,30.92761312640239,0.019411779375840033,15.892622445537757,0.9887908164266063
197,"frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})",0.021363853123509777,0.03214115402956605,0.020060403751390878,0.9389880952380952,29.21451091564222,0.019373744857483124,15.863442548588575,0.9868534266731802
383,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})",0.024256874900651725,0.03214115402956605,0.02276267683993006,0.9384010484927916,29.196246271355843,0.021983032887472297,15.712261690966828,0.9897574441176963
376,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.024320457796852647,0.03140995072325545,0.02276267683993006,0.9359477124183007,29.797809002143364,0.021998772458963905,15.12186505503489,0.990530644342142
380,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.024320457796852647,0.03725957717374027,0.02276267683993006,0.9359477124183007,25.11965468781369,0.021856506865747534,15.030539254328342,0.9841249037500615
349,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})",0.025178826895565092,0.02877126053091718,0.023557463042441582,0.9356060606060606,32.51877197388247,0.022833036453966414,15.082611012931627,0.9942834214071449
346,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",0.025210618343665555,0.027976474328405658,0.023557463042441582,0.9344262295081966,33.400428464977644,0.02285215882554679,14.823358766491797,0.9951485752408548
61,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",frozenset({'AWC Logo Cap'}),0.027976474328405658,0.10751867747575902,0.026037195994277538,0.9306818181818182,8.6560013574539,0.023029202474052837,12.875140390513637,0.9099298448439904
234,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.025178826895565092,0.03725957717374027,0.023430297250039738,0.9305555555555556,24.97493600682594,0.022492144806180184,13.863462088698144,0.9847548287327671
248,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.025210618343665555,0.03725957717374027,0.023366714353838816,0.9268600252206809,24.875752639348562,0.022427377374065298,13.162985436227988,0.9846231702517286
293,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})",0.025178826895565092,0.03214115402956605,0.023334922905738357,0.9267676767676768,28.834299973024006,0.02252564635220422,13.216279413941102,0.9902524774686513
290,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.025210618343665555,0.03140995072325545,0.023334922905738357,0.9255989911727617,29.468336302974915,0.02254305862586102,13.018506933499298,0.9910502611136596
220,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})","frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.02695914798919091,0.03725957717374027,0.024829120966460023,0.9209905660377358,24.718223766823357,0.023824634511418478,12.185132515771155,0.9861292222783677
91,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})",frozenset({'AWC Logo Cap'}),0.022603719599427755,0.10751867747575902,0.02079160705770148,0.919831223628692,8.555083128101865,0.018361285020338115,11.132530180960266,0.903533649886485
79,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})",frozenset({'AWC Logo Cap'}),0.02279446828803052,0.10751867747575902,0.020950564298203782,0.9191073919107391,8.548350979465493,0.01849973321411161,11.03291565948069,0.9036158157282297
157,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black'})",0.022603719599427755,0.09559688443808616,0.020759815609601016,0.9184247538677918,9.607266588929628,0.01859897043918362,11.086734744215866,0.9166314003823105
344,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red'})",0.02565569861707201,0.09801303449372119,0.023557463042441582,0.9182156133828996,9.368301044099614,0.02104287016892599,11.028840623690403,0.9167776301786935
67,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})",frozenset({'AWC Logo Cap'}),0.02877126053091718,0.10751867747575902,0.02638690192338261,0.9171270718232045,8.529932597338528,0.02329345404178789,10.769274625125854,0.9089164514029934
134,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue'})",0.027976474328405658,0.09823557463042441,0.02565569861707201,0.9170454545454546,9.335166593115623,0.022907413585287764,10.870584853770234,0.9185767218765485
164,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue'})",0.022603719599427755,0.09823557463042441,0.020728024161500557,0.9170182841068917,9.33489000860268,0.018507534777865785,10.867025532843526,0.9135240513785721
371,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red'})",0.024829120966460023,0.09801303449372119,0.02276267683993006,0.9167733674775927,9.353586206295063,0.020329099350195636,10.837720308621584,0.9158283469741084
127,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.022603719599427755,0.051979017644253694,0.020696232713400094,0.9156118143459915,17.615027290674718,0.019521313573515678,11.234048640915583,0.9650438705360516
146,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue'})",0.026577650611985377,0.09823557463042441,0.024320457796852647,0.9150717703349281,9.315075254331768,0.02170958701665761,10.617958586041754,0.9170193568135638
288,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Red'})",0.025560324272770624,0.09801303449372119,0.023334922905738357,0.9129353233830846,9.314427699323687,0.02082967796112059,10.359964575243545,0.9160543188290926
139,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black'})",0.026577650611985377,0.09559688443808616,0.024256874900651725,0.9126794258373205,9.547167056771839,0.02171613430646193,10.357274035750132,0.919700361655363
73,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})",frozenset({'AWC Logo Cap'}),0.026577650611985377,0.10751867747575902,0.024225083452551265,0.9114832535885168,8.477441082680897,0.0213674896083378,10.082626832841429,0.9061224829178596
